sza_deg,vza_deg,raa_deg,rep_eI,rep_eP,med_eI,med_eP,q25_eP,slope
25,85,30,0.002039681991219299,0.02087895320884999,0.0005354196990774926,0.02133825056484564,0.009286018360022293,1.6168830410002668
25,85,35,0.002067071108533044,0.021906086327709427,0.0005519994314425796,0.022418228911266373,0.010703591761791488,1.6154562077048675
25,85,40,0.0020930001023650585,0.022613134145738026,0.0005475180129061131,0.023018173490921372,0.011196134311852741,2.0051903191895057
25,85,45,0.0021361946935977705,0.023377617178141564,0.0005487100915258824,0.02378194497581227,0.009950280969254068,2.016952888536703
25,85,50,0.0022012784783648313,0.024611068642501965,0.000667229254234146,0.02421835983852234,0.01017118154228235,1.332197729864712
25,85,55,0.0022680969623158145,0.026059548541333313,0.0007171488545055851,0.02248012501059382,0.010448712147057792,1.7437681063855233
25,85,60,0.0023247379223175456,0.027058543626493077,0.0007886599195679397,0.02318172827530115,0.010903215303804361,1.6178047607940085
25,85,65,0.0023912313904171853,0.027393095985548104,0.0009109417272580769,0.02389797894283421,0.011641545245974145,1.4130985104040215
25,85,70,0.0024919693930706456,0.027512811845886213,0.0009460729739845814,0.025220270144691317,0.012152376759018783,1.4984142282705482
25,85,75,0.0026190805254977557,0.02782906706439943,0.0009840936296649765,0.025870101983265115,0.012880792316875722,1.5370884927502635
25,85,80,0.0027464395255764953,0.028155567230988044,0.0010254707355579241,0.024162234223189485,0.010506210117640103,1.3520710619675065
25,85,85,0.002873391617645705,0.028042145958247007,0.0010688720309831607,0.023012046632943386,0.009672647131179837,1.220541028537836
25,85,90,0.0030285553620233406,0.027412156793669394,0.0011253134475537295,0.02377886085713521,0.00998723348160861,1.2645135632799904
25,85,95,0.0032266591908450167,0.026527234876425197,0.0012002757816974817,0.024183479137470376,0.010333112835851173,1.2152728725367905
25,85,100,0.0034457363862448326,0.025454455343704357,0.0014187395379822807,0.023465554448776516,0.010637086230015429,1.1748600912443168
25,85,105,0.0036596179497564406,0.023946394291535944,0.00148484776590691,0.02236666058487916,0.010540115965708563,1.1712105304794864
25,85,110,0.003874019029124178,0.021896271648236917,0.0015472416451718651,0.020735743982767493,0.009352901864578237,1.16529173853581
25,85,115,0.004110120892592238,0.019573982496150607,0.0016103037127044324,0.019460075290935314,0.008644317700281394,1.11034773735839
25,85,120,0.004364180806814742,0.017272273396601392,0.001714627538364006,0.019466100711955668,0.00820551114005373,1.1623378341202548
25,85,125,0.00460766837521262,0.014957084994007368,0.0018098608329252912,0.02076455062720007,0.007294957975894992,1.020932115865779
25,85,130,0.004826011620517101,0.012464617502318106,0.0018860397240610498,0.021649352839921636,0.005888353475031948,1.1802350347787827
25,85,135,0.005033541517965062,0.009900671829814453,0.0019578108353151165,0.02222523600629085,0.005379325457123792,1.1917923541065747
25,85,140,0.005242462592442633,0.0076053658626943745,0.002015344270841735,0.023244282864517136,0.005242652226906261,1.2324828252594497
25,85,145,0.005436745083711614,0.00582987130184405,0.0020559556431848855,0.023862519521300075,0.005011552684727311,1.28104747895122
25,85,150,0.00559164788246911,0.0045905234226136455,0.0020524377146282358,0.02331758055370858,0.00395674223832454,1.2807389514198881
25,85,155,0.0057071176436595955,0.0037620484512945096,0.0020499895364270333,0.022471634240580175,0.003402721529129348,1.2757612780200183
25,85,160,0.00580425337249952,0.003186805384720536,0.0020497794419263686,0.022096066000378015,0.003031340652041178,1.2530329452540323
25,85,165,0.005893623518204737,0.002746507225560594,0.002059166022578888,0.022200355451768197,0.0028035588992327796,1.270535156575803
25,85,170,0.00596433513864892,0.002468182736468305,0.0020686453544836447,0.022370169559661625,0.0028321100411220637,1.265309873886047
25,85,175,0.00600465246603666,0.0024020100527899838,0.00207043652043077,0.022362099319039597,0.0027698505255883757,1.2589412357757772
25,85,180,0.006016615495362532,0.0024185427216815614,0.002069318369648007,0.022308504449653703,0.002772927809197031,1.2553742799652379
25,85,185,0.00600465246603666,0.0024020100527899838,0.00207043652043077,0.022362099319039597,0.0027698505255883757,1.2589412357757772
25,85,190,0.00596433513864892,0.002468182736468305,0.0020686453544836447,0.022370169559661625,0.0028321100411220637,1.265309873886047
25,85,195,0.005893623518204737,0.002746507225560594,0.002059166022578888,0.022200355451768197,0.0028035588992327796,1.270535156575803
25,85,200,0.00580425337249952,0.003186805384720536,0.0020497794419263686,0.022096066000378015,0.003031340652041178,1.2530329452540323
25,85,205,0.0057071176436595955,0.0037620484512945096,0.0020499895364270333,0.022471634240580175,0.003402721529129348,1.2757612780200183
25,85,210,0.00559164788246911,0.0045905234226136455,0.0020524377146282358,0.02331758055370858,0.00395674223832454,1.2807389514198881
25,85,215,0.005436745083711614,0.00582987130184405,0.0020559556431848855,0.023862519521300075,0.005011552684727311,1.28104747895122
25,85,220,0.005242462592442633,0.0076053658626943745,0.002015344270841735,0.023244282864517136,0.005242652226906261,1.2324828252594497
25,85,225,0.005033541517965062,0.009900671829814453,0.0019578108353151165,0.02222523600629085,0.005379325457123792,1.1917923541065747
25,85,230,0.004826011620517101,0.012464617502318106,0.0018860397240610498,0.021649352839921636,0.005888353475031948,1.1802350347787827
25,85,235,0.00460766837521262,0.014957084994007368,0.0018098608329252912,0.02076455062720007,0.007294957975894992,1.020932115865779
25,85,240,0.004364180806814742,0.017272273396601392,0.001714627538364006,0.019466100711955668,0.00820551114005373,1.1623378341202548
25,85,245,0.004110120892592238,0.019573982496150607,0.0016103037127044324,0.019460075290935314,0.008644317700281394,1.11034773735839
25,85,250,0.003874019029124178,0.021896271648236917,0.0015472416451718651,0.020735743982767493,0.009352901864578237,1.16529173853581
25,85,255,0.0036596179497564406,0.023946394291535944,0.00148484776590691,0.02236666058487916,0.010540115965708563,1.1712105304794864
25,85,260,0.0034457363862448326,0.025454455343704357,0.0014187395379822807,0.023465554448776516,0.010637086230015429,1.1748600912443168
25,85,265,0.0032266591908450167,0.026527234876425197,0.0012002757816974817,0.024183479137470376,0.010333112835851173,1.2152728725367905
25,85,270,0.0030285553620233406,0.027412156793669394,0.0011253134475537295,0.02377886085713521,0.00998723348160861,1.2645135632799904
25,85,275,0.002873391617645705,0.028042145958247007,0.0010688720309831607,0.023012046632943386,0.009672647131179837,1.220541028537836
25,85,280,0.0027464395255764953,0.028155567230988044,0.0010254707355579241,0.024162234223189485,0.010506210117640103,1.3520710619675065
25,85,285,0.0026190805254977557,0.02782906706439943,0.0009840936296649765,0.025870101983265115,0.012880792316875722,1.5370884927502635
25,85,290,0.0024919693930706456,0.027512811845886213,0.0009460729739845814,0.025220270144691317,0.012152376759018783,1.4984142282705482
25,85,295,0.0023912313904171853,0.027393095985548104,0.0009109417272580769,0.02389797894283421,0.011641545245974145,1.4130985104040215
25,85,300,0.0023247379223175456,0.027058543626493077,0.0007886599195679397,0.02318172827530115,0.010903215303804361,1.6178047607940085
25,85,305,0.0022680969623158145,0.026059548541333313,0.0007171488545055851,0.02248012501059382,0.010448712147057792,1.7437681063855233
25,85,310,0.0022012784783648313,0.024611068642501965,0.000667229254234146,0.02421835983852234,0.01017118154228235,1.332197729864712
25,85,315,0.0021361946935977705,0.023377617178141564,0.0005487100915258824,0.02378194497581227,0.009950280969254068,2.016952888536703
25,85,320,0.0020930001023650585,0.022613134145738026,0.0005475180129061131,0.023018173490921372,0.011196134311852741,2.0051903191895057
25,85,325,0.002067071108533044,0.021906086327709427,0.0005519994314425796,0.022418228911266373,0.010703591761791488,1.6154562077048675
25,85,330,0.002039681991219299,0.02087895320884999,0.0005354196990774926,0.02133825056484564,0.009286018360022293,1.6168830410002668
25,85,335,0.0020109344871792802,0.019787081284182703,0.0005157210433104171,0.020267270349704075,0.008434409762781887,1.6479687162909815
25,85,340,0.0019518906632234878,0.1069044823093718,0.0005073371175033023,0.020392922985215854,0.008484352549582847,1.9942101926812015
25,85,345,0.001952490393438741,0.10651889321194334,0.0004950623465970238,0.020686368821488665,0.008376573868240861,1.985858597377129
25,85,350,0.001960522841803855,0.10622207359226599,0.0004828072172433501,0.02094283623517717,0.00838950225379971,2.00288621290131
25,85,355,0.0019180899383087063,0.10562866127493906,0.00047849008403300346,0.020843812052223437,0.008558380227720765,1.9850381378422912
50,0,0,0.00013195154475475817,0.014419294665197329,4.4838315004319456e-05,0.009676903681090527,0.0012519417479291382,0.7079768129907773
50,0,5,0.00013195154475475817,0.014419297121313106,4.4838315004319456e-05,0.009676900376256379,0.00125194998633066,0.7079765576095629
